grdc_no,lat,long,area,altitude,
2911700,60.33,69,68600,-999,
2911701,59.82,68.8,65400,27,
2911702,60.15,64.83,41200,-999,
2911703,60.15,64.83,23400,-999,
2911704,60.23,64.22,13900,-999,
2911705,58.82,66,1670,-999,
2911708,58.45,65.63,648,-999,
2911710,59.4,66.5,2200,-999,
2911715,58.4,67.47,6780,44,
2911717,58.25,67.43,2770,-999,
2911719,58.03,67.78,302,-999,
2911720,60.52,68.08,892,-999,
2911730,59.52,69.92,32700,-999,
2911731,59.53,70.4,30600,-999,
2911734,58.8604,69.3146,9970,-999,
2911735,58.72,69.57,8660,-999,
2911750,56.25,62.27,5000,-999,
2911751,56.08,61.4,930,-999,
2911813,56.92,65.18,956,-999,
2911815,56.85,64.3,1700,-999,
2911823,58.37,61.6,1400,-999,
2911828,56.95,65.83,18600,51,
2911830,57.02,63.67,11000,-999,
2911835,56.83,61.07,663,-999,
2911843,58.7,61.05,3120,-999,
2911848,58.1,63.77,213,-999,
2911853,58.45,61.75,7920,-999,
2911857,58.22,60.97,3900,-999,
2911860,56.08,65.92,174000,-999,
2911865,55.82,65.6,104000,-999,
2911870,57.17,65.53,58500,49,
2911875,58.07,63.7,29000,-999,
2911880,56.95,63.72,935,-999,
2911901,56.85,60.15,12.8,-999,
2911902,56.85,60.15,6,-999,
2911905,57.03,60.3,220,-999,
2911907,56.15,61.68,1170,-999,
2911909,56.17,61.77,1730,-999,
2911910,56.1,62.75,7120,-999,
2911911,55.62,61.63,3690,-999,
2911913,56.85,60.15,32,-999,
2911920,56.57,75.23,371,-999,
2911940,58.3,68.5,478,-999,
2911950,58.03,63.62,62.6,-999,
2911955,57.67,63.08,17300,-999,
2911957,57.73,60.73,1860,-999,
2911958,57.97,61.68,552,-999,
2911960,57.9,62.3,4400,-999,
2911963,57.45,61.2,101,-999,
2912550,63.65,62.1,65200,12,
2912551,63.42,61.53,35700,-999,
2912552,62.85,61.65,27300,-999,
2912553,62.43,60.88,9850,-999,
2912554,62.17,60.32,2210,-999,
2912555,63.37,63.05,69100,-999,
2912556,63.18,64.4,87800,7,
2912560,63.8,61.47,26800,-999,
2912561,64.25,60.95,18500,-999,
2912565,64.35,61.12,9010,-999,
2912567,64.27,60.85,1810,-999,
2912600,66.63,66.6,2950000,-999,
2912601,64.67,65.63,2350000,-999,
2912602,61.07,68.6,2690000,14,
2912610,67.27,68.67,10600,-999,
2912611,67.63,67.53,1680,-999,
2912615,66.87,65.78,1240,-999,
2912617,66.72,66.2,1070,-999,
2912620,64.83,63.97,9880,5,
2912640,66.03,68.73,15100,6,
2912641,65.58,69.03,10700,-999,
2912645,63.68,69.65,7540,-999,
2912647,63.7,67.25,7100,19,
2912654,62.07,64.3,4540,-999,
2912663,62.15,65.48,2320,-999,
2919100,51.68,55.1,82300,-999,
2919600,52.78,56.71,1870,229,
2943100,50.27,95.12,4240,-999,
2962017,19.23,98.34,1750,424,
2963700,7.77,99.54,1801,-999,
2964011,19.21,98.87,1765,444,
2964035,18.8,99.65,1284,8,
2964042,19.1,100.8,2200,225,
2964043,19.3,100.38,155,350,
2964051,19.22,100.97,148,270,
2964078,15.9,99.48,833,4,
2964080,17.77,100.55,13300,-999,
2964081,16.95,101.22,268,9,
2964082,16.77,101.23,1070,-999,
2964100,15.67,100.12,110569,17,
2964120,14.5847,100.4533,-999,-999,
2964121,15.2714,100.2714,118816,-999,
2964122,15.6708,100.6708,110569,-999,
2964123,14.5847,100.4533,-999,-999,
2964124,14.8825,100.4111,-999,-999,
2964125,14.8697,100.4111,-999,-999,
2964127,15.0083,100.3306,-999,-999,
2964128,14.4264,100.4864,-999,-999,
2964130,15.1658,100.1922,120693,-999,
2964140,15.1019,100.7161,1281,-999,
2964145,15.2533,100.8625,68,-999,
2964147,14.5922,100.4731,-999,-999,
2964150,15.3797,100.0353,3865,-999,
2964160,15.3511,99.5394,219,-999,
2966060,14.73,98.63,4040,-999,
2966400,13.98994,101.757813,5330,-999,
2966800,8.57,99.25,5200,4,
2966998,13.56,99.83,26449,-999,
2966999,14.4,99.14,10880,-999,
2969003,19.9633,99.1617,56.2,-999,
2969004,19.9417,99.1117,121,-999,
2969005,19.9083,99.29,88.1,-999,
2969008,19.8,99.1733,541,-999,
2969009,20.02,99.3583,1800,445,
2969010,20.2733,100.0833,189000,357,
2969011,20.06,99.3633,2980,445,
2969012,20.2417,100.1333,201000,355,
2969013,19.9183,99.85,6060,387.85,
2969014,19.9417,99.74,5870,398,
2969015,20.08,99.36,-999,-999,
2969016,19.4333,99.4583,258,455.6,
2969017,19.1867,99.3783,164,-999,
2969018,20.1117,99.785,203,436.718,
2969019,20.2333,99.8067,518,407.183,
2969020,17.97825,102.435528,-999,-999,
2969025,19.7,99.52,426,475,
2969028,19.35,99.8683,165,407,
2969029,19.8533,99.8433,3080,394.8,
2969030,19.6867,100.1917,5700,359.1,
2969069,17.7033,101.415,4090,240.81,
2969071,17.0517,101.52,235,489.86,
2969076,16.8667,102.185,1260,191.51,
2969077,17.4817,102.8,1210,167,
2969078,17.82,102.43,2370,161,
2969079,17.1817,102.435,1260,94,
2969080,16.4933,102.1283,1500,-999,
2969081,16.1333,101.6667,1370,218.5,
2969082,16.1,102.5767,10200,151.75,
2969083,16.35,102.9633,28500,138,
2969086,16.3383,103.58,5680,-999,
2969087,15.3033,103.29,26800,-999,
2969090,17.8767,102.72,302000,153.65,
2969095,17.3983,104.8033,373000,130.96,
2969096,16.955,104.5083,2360,137.63,
2969100,16.54,104.7367,391000,124.13,
2969101,15.3183,105.5,419000,89.03,
2969115,16.0583,104.0383,3240,90.2,
2969116,15.005,104.6383,2900,-999,
2969120,15.65,103.56,1310,3,
2969123,15.0467,104.0233,2030,-999,
2969124,15.335,104.1617,44600,109.57,
2969150,15.7817,104.1417,43100,117.14,
2969151,15.141556,103.429264,-999,-999,
2969152,16.1933,103.7517,39700,-999,
2969153,16.2533,103.0717,28800,-999,
2969160,16.11,101.665,1440,-999,
2969161,15.9583,102.03,326,192.6,
2969165,16.8467,101.9483,945,-999,
2969166,16.855,102.217,-999,-999,
2969167,16.9117,102.24,815,-999,
2969168,16.9167,102.6033,68,-999,
2969170,16.6783,102.3533,303,-999,
2969171,16.385,102.1317,2000,-999,
2969200,15.2217,104.8617,104000,105.1,
2969210,14.69,105.16,1410,-999,
2969211,14.8983,105.08,3340,-999,
2969220,15.24,105.2483,116000,105.41,
2969221,15.2867,105.47,117000,-999,
2969230,15.3233,103.6783,34800,-999,
2969231,15.3333,103.3833,28400,-999,
2969232,15.4333,103.015,23200,-999,
2969233,14.7383,102.1683,4330,-999,
2969234,15.0183,102.2867,7850,-999,
2969235,14.3767,102.2617,498,-999,
2969237,15.5483,103.0717,1094,-999,
2969240,15.14,103.4333,4630,-999,
2969245,15.57,103.8233,3230,-999,
2969248,15.6467,103.75,672,-999,
2969250,15.1283,104.3367,2890,-999,
2969255,15.8383,104.46,1654,-999,
2969256,15.5033,104.9667,2132,-999,
2969257,17.834389,102.693111,-999,-999,
2969400,16.395,104.575,702,-999,
2969410,17.168995,104.055707,-999,-999,
2969415,17.08,104.2567,1070,159.2,
2969417,16.64,104.7033,1340,-999,
2969420,17.8617,103.78,4650,134.89,
2969425,17.265,102.5967,436,-999,
2969430,17.8967,101.6683,292000,194.12,
2969435,17.4317,101.27,703,578.8,
2969437,17.285,101.1517,401,343.19,
2969439,18.989246,101.159529,-999,-999,
2969440,19.1432,100.0683,3450,-999,
2969441,19.255,99.847,-999,-999,
2969442,19.255,99.8467,493,-999,
2969450,17.829,102.414,-999,-999,
2969451,14.982,102.199,-999,-999,
2969452,16.966,102.282,-999,-999,
2969453,15.71,104.014,-999,-999,
2969460,17.2983,101.78,1240,234,
2969500,16.7188,104.63,1220,141,
2969501,16.627245,104.737426,-999,-999,
2969510,17.721,102.779,-999,-999,
2969520,15.682,105.083,-999,-999,
2969550,15.183,105.366,-999,-999,
2997110,64.8,74.05,13500,-999,
2997115,67,78.22,95100,-999,
2997120,65.97,78.35,80400,6,
2997200,65.62,72.67,48000,8,
2997210,65.8,74.5,1200,-999,
2997250,66.6,82.28,100000,3,
2997251,66,82.17,89100,-999,
2997252,65.75,82.25,87200,-999,
2997253,63.58,83.85,13600,-999,
2997510,64.93,77.8,31400,15,
2997515,64.28,78.1,4330,-999,
2997517,63.38,78.3,6600,-999,
2997520,65.98,84.27,10100,12,
2997525,66.82,83.8,1430,-999,
2997580,69.42,88.32,19800,-999,
2997585,69.5,88.2,38.2,-999,
2997586,69.4,87.78,97,-999,
2997587,69.4,87.78,243,-999,
2998200,62.63,155.9,5880,447,
2998220,62.5,155.78,1720,-999,
2998225,61.57,155.32,6,-999,
2998250,64.37,157.3,7670,-999,
2998300,65.4,151.07,32000,-999,
2998310,63.27,152.07,2920,-999,
2998311,63.27,152.07,15.6,-999,
2998315,63.28,151.4,218,-999,
2998320,62.72,150.82,9970,-999,
2998325,63.3,149.07,909,-999,
2998327,62.82,149.77,156,-999,
2998328,62.62,150.33,246,-999,
2998330,62.48,149.72,3460,-999,
2998331,62.88,148.93,1160,-999,
2998332,62.53,149.67,100,-999,
2998333,62.53,149.67,5.8,-999,
2998340,63.1,148,4980,-999,
2998343,62.95,147.2,166,-999,
2998345,62.85,148.48,932,-999,
2998346,62.85,148.48,135,-999,
2998347,62.78,148.17,65.1,-999,
2998450,69.17,154.5,29000,3,
2998451,68.5,153.42,17700,11,
2998454,62.1,150.67,13600,334,
2998500,67.47,153.69,361000,8,
2998502,62.43,152.3,99400,222,
2998504,61.65,148.83,50100,-999,
2998505,62.12,148.47,43600,478,
2998510,68.73,158.72,526000,-999,
2998511,62.83,146.62,9560,-999,
2998520,61.88,153,9090,-999,
2998521,61.88,153,8.5,-999,
2998522,61.88,152.98,11.1,-999,
2998523,61.5,152.22,10.6,-999,
2998524,61.741307,152.287452,183,-999,
2998530,62.17,152.65,22.7,-999,
2998540,62.27,151.7,740,-999,
2998547,61.78,149.83,71.4,-999,
2998548,61.77,149.82,664,-999,
2998550,61.43,149.47,56300,-999,
2998551,61.13,149.67,3490,557,
2998552,61.43,149.45,185,-999,
2998553,60.93,149.75,120,-999,
2998555,61.33,148.82,2110,-999,
2998556,61.37,148.78,1820,-999,
2998557,61.28,149.03,42.5,-999,
2998558,61.28,149.03,84,-999,
2998560,61.9,147.42,10300,-999,
2998561,61.88,147.42,195,-999,
2998562,61.9,147.42,8.1,-999,
2998564,61.75,146,3220,-999,
2998565,61.67,147.85,151,-999,
2998566,61.5,148.17,441,-999,
2998610,72.23,143,101,-999,
2998701,67.25,167.97,8180,-999,
2998702,68.1,164.17,30000,3,
2998705,67.2,167.87,1020,-999,
2998710,68.47,163.93,12000,94,
2998715,66.53,164.28,71,-999,
2998720,68.15,161.1667,49600,-999,
2998730,63.32,158.43,3710,-999,
2998735,65.67,162.43,15700,-999,
2998736,66.5,160.72,4300,-999,
2998737,66.52,160.8,1480,-999,
2998738,67.57,160.72,141,-999,
2998740,67.13,156.58,15400,40,
2998750,64.88,153.7,2300,-999,
2998751,64.87,153.68,117,-999,
2998800,68.53,174.15,6810,-999,
2998801,68.52,174.18,29,-999,
2999100,69.77,135.23,216000,36.2,
2999110,70.75,136.08,224000,-999,
2999111,69.77,135.23,216000,-999,
2999112,67.34,133.38,45300,125,
2999140,69.51,132.07,10800,-999,
2999150,71.97,114.08,78800,3,
2999151,70.13,113.97,20300,31,
2999460,67.1,133.91,16700,136,
2999461,67.12,132.13,23900,145,
2999470,68.02,135.27,89600,108,
2999471,67.33,135.6,65500,-999,
2999472,66.8,136.68,52800,259,
2999473,66.4,136.85,15200,-999,
2999474,66.75,136.8,8290,274,
2999475,67.15,134.67,7570,-999,
2999480,68.62,134.12,40000,80,
2999850,71.98,102.47,275000,-999,
2999900,71.67,123.98,181000,25,
2999910,71.85,123.65,198000,-999,
2999920,68.62,118.33,127000,44,
2999921,68.1,108.6,13700,-999,
2999922,68.5,112.43,89200,-999,
3102400,5.63,-76.75,1436,30,
3102450,6.57,-76.87,-999,12,
3102500,6.22,-76.72,9432,580,
3102550,7.23,-76.43,3475,90,
3102600,5.85,-76.25,333,900,
3102650,8,-76.25,4910,77,
3103045,3.05,-76.58,159,1120,
3103050,2.85,-76.72,3853,2320,
3103055,2.52,-76.38,39,2700,
3103060,2.47,-76.62,948,1500,
3103070,4.24,-76.48,97,2000,
3103075,3.23,-76.42,1572,967,
3103090,4.42,-75.88,1309,1080,
3103100,4.88,-75.88,22814,-999,
3103110,4.87,-75.62,172,1630,
3103140,5.68,-75.88,690,1050,
3103150,5.73,-75.6,27452,-999,
3103190,7.58,-75.42,684,110,
3103300,10.27,-74.92,257438,1170,
3103350,10.5,-74.13,992,55,
3103400,1.87,-76.23,180,1272,
3103410,2.32,-76.25,5,3300,
3103420,2.38,-75.92,1236,1320,
3103430,2.03,-75.77,969,893,
3103440,3.43,-75.62,1058,770,
3103450,2.9,-75.33,15705,-999,
3103460,3.37,-75.12,2446,420,
3103465,4.43,-75.37,994,1220,
3103470,4,-74.5,957,1860,
3103480,5.78,-74.67,2121,160,
3103490,2.38,-75.92,1236,1320,
3103500,6.5,-74.38,74410,1570,
3103520,5.2,-74.57,2498,410,
3103530,5.65,-74.07,1607,457,
3103550,7,-73,-999,-999,
3103560,5.87,-73.7,2178,1650,
3103570,10.1,-73.16,256,114,
3103580,6.2,-73.17,596,1400,
3103600,6.55,-73.13,-999,-999,
3103620,7.33,-72.98,198,1620,
3103700,6.45,-72.43,138,2600,
3104500,7.88,-72.62,1579,200,
3104600,8.58,-72.6,1656,350,
3105800,11.27,-73.67,528,40,
3105850,10.92,-72.95,349,400,
3106100,3.75,-74.9,-999,340,
3106500,7.2,-72.63,872,1860,
3107050,4.72,-73.53,1057,2570,
3107200,4.12,-72.97,-999,173,
3107250,4.85,-73.23,1641,440,
3107300,3.75,-73.2,2460,230,
3107350,5.52,-72.77,152,2750,
3121100,1.2,-76.63,226,1200,
3121190,1.6,-75.6,400,270,
3121200,1.47,-75.48,1578,290,
3141300,5.25,-76.66,1661,100,
3141310,4.95,-76.62,1226,60,
3141500,4.3,-77.22,-999,7,
3141800,2.95,-77.23,2511,120,
3142500,1.7,-77.62,13147,1975,
3142600,0.88,-77.66,235,2840,
3142800,1.63,-77,450,1560,
3157100,-17.9942,-69.255,467.6,-999,
3157200,-18.2325,-69.3319,582.9,4370,
3157210,-18.5833,-69.0467,3278,3907,
3157300,-18.4931,-69.1494,49.7,4280,
3157500,-19.2711,-68.6797,654.5,4000,
3157600,-19.8586,-68.5858,992,4000,
3157700,-20.0344,-68.8311,444.8,-999,
3157800,-20.1119,-68.8408,739.3,3853,
3173100,-27.08,-68.9306,2271.8,4130,
3179010,-38.78,-72.9469,5549.4,20,
3179020,-38.6867,-72.5028,2755.4,130,
3179060,-39.0144,-73.0828,6622.6,15,
3179080,-39.9717,-73.1469,517.1,10,
3179110,-40.4333,-72.9167,776.2,-999,
3179140,-40.5167,-73.2833,5603,17,
3179160,-41.05,-73.3833,339.4,95,
3179180,-40.6603,-72.1772,503,330,
3179200,-33.77,-71.53,14823,35,
3179220,-33.6614,-71.3372,1713.4,93,
3179230,-33.8111,-70.8836,1480.8,342,
3179240,-33.4961,-70.8167,4014.7,440,
3179250,-33.98,-71.68,13186,17,
3179270,-34.0617,-71.2422,801.8,130,
3179280,-34.2731,-71.3717,6264.9,115,
3179290,-34.4922,-71.3731,3534.6,223,
3179300,-35.4069,-72.2083,19870,30,
3179310,-35.5575,-71.7067,6072.1,90,
3179330,-35.8167,-71.8333,7078.8,110,
3179350,-35.4525,-71.7333,2807.8,64,
3179390,-34.9844,-72.01,5685.9,20,
3179400,-36.4669,-72.6911,10402.2,27,
3179410,-37.15,-72.0667,859.6,220,
3179440,-36.9244,-71.5756,204.4,727,
3179500,-36.83,-73.07,24029,-999,
3179520,-37.5503,-72.5903,11136.9,60,
3179530,-37.7106,-71.9017,7252.5,261,
3179560,-38.4333,-71.2333,466.7,-999,
3179570,-38.1167,-73.4,580.2,10,
3179580,-38.4,-72.7833,710,140,
3179590,-38.6081,-72.8478,5047.6,20,
3179600,-32.8403,-71.0256,5230.4,365,
3179610,-32.8503,-70.5094,2113.4,950,
3179650,-32.3778,-71.3719,1969.5,126,
3179670,-32.4414,-71.3139,1951.9,18,
3179700,-31.5836,-71.4606,6233.6,40,
3179710,-31.6881,-71.2658,3693.6,200,
3179730,-31.6647,-71.2547,2028.8,-999,
3179750,-31.6958,-70.7158,243.9,800,
3179790,-31.9481,-71.0747,129,570,
3179800,-30.63,-71.57,11343,97,
3179820,-30.7436,-70.4389,155.3,2355,
3179880,-29.8931,-71.2514,9400.6,20,
3179890,-29.9953,-70.5867,5669.7,760,
3179900,-28.72,-70.52,7187,-999,
3179910,-28.5119,-71.0064,9327.3,167,
3179920,-28.6719,-70.6464,7383.9,575,
3179950,-29.1094,-70.4139,2434.3,2000,
3179960,-28.9414,-70.2481,3044.3,1000,
3180100,-21.65,-69.55,-999,-999,
3180110,-21.4247,-70.0536,52243.7,-999,
3180120,-22.3431,-69.565,16418.7,1240,
3180130,-22.5061,-68.9889,10716.1,2100,
3180140,-21.6558,-68.6622,2053.3,3315,
3180190,-22.0103,-68.0269,233.6,4000,
3180200,-18.4,-70.3,3340.2,10,
3180250,-17.8428,-69.6994,416.3,3908,
3180300,-18.8269,-69.6669,370.7,1745,
3180400,-19.8764,-68.9592,144.8,3540,
3180410,-19.8642,-68.9297,113.8,-999,
3180500,-27.3194,-70.8381,18549.9,48,
3180510,-27.9747,-69.9978,7568.2,1200,
3186500,-47.35,-72.85,23736,105,
3193100,-39.55,-72.9,1802.6,60,
3193110,-39.8583,-72.825,626.2,25,
3205050,11,-72,-999,-999,
3205100,9.382805,-72.506068,-999,-999,
3205200,8,-71,-999,-999,
3205220,8.55,-71.19,-999,1030,
3205230,8.71,-70.98,365,2470,
3205290,9.67,-69.92,533,763,
3205300,10.2,-69.9,3590,400,
3205600,10,-66,-999,-999,
3205650,10.32,-63.96,567,188,
3205660,10.36,-64.16,883,39,
3205700,10.101667,-64.566667,-999,-999,
3206050,7,-72,-999,-999,
3206080,8.13,-71.45,-999,1445,
3206100,8.39,-70.68,478,180,
3206150,8.51,-70.46,810,187,
3206200,7,-70,-999,-999,
3206230,8,-70,-999,-999,
3206250,8.9,-70.05,1578,270,
3206500,7.9,-67.43,114500,46,
3206610,5.9,-64.49,11610,180,
3206620,5.93,-64.42,-999,175,
3206630,5.97,-64.43,25000,173,
3206640,6.31,-64.48,-999,240,
3206700,7.67,-64.78,787000,-999,
3206720,8.15,-63.6,836000,20,
3206800,3.12,-65.87,37870,-999,
3218050,1.93,-67.12,103760,-999,
3218100,1.95,-66.95,80960,-999,
3258200,-35.08,-60.12,29000,41,
3258310,-33.02,-65.68,265,950,
3258350,-33.67,-65.48,4500,510,
3258500,-35.5,-57.5,-999,-999,
3264500,-27.37,-55.88,975000,800,
3264800,-25.87,-54.53,2294,-999,
3265005,-26.1,-65.83,19800,1790,
3265010,-25.28,-65.38,7100,900,
3265020,-25.3,-65.32,31900,945,
3265030,-25.37,-64.83,34500,610,
3265040,-25.4,-64.03,2400,800,
3265050,-25.33,-64.5,1650,470,
3265070,-25.23,-64.47,38000,425,
3265100,-26.22,-63.75,40000,185,
3265300,-27.97,-58.85,1950000,60,
3265600,-31.57,-60.33,-999,-999,
3265601,-32.67,-60.71,2346000,-999,
3265650,-32.17,-64.38,3300,650,
3265680,-32.62,-62.68,8500,117,
3265700,-32.93,-64.7,340,662,
3265750,-32.92,-64.5,1450,625,
3265810,-29.48,-59.58,-999,-999,
3265815,-29.48,-59.55,-999,-999,
3265910,-28.97,-58.55,13877,-999,
3268030,-22.8,-64.48,1700,450,
3268050,-22.9,-64.55,2950,500,
3268100,-22.72,-64.37,4450,405,
3268130,-22.58,-64.23,10460,450,
3268150,-23.1,-64.22,24931.2,2,
3268210,-24.73,-65.27,850,1070,
3268220,-24.35,-65,8440,900,
3268250,-24.43,-64.83,4100,524,
3268270,-23.73,-64.47,25800,367,
3268300,-24.73,-64.32,995,-999,
3268310,-24.58,-64.22,85,400,
3268500,-22.45,-62.37,96000,230,
3268900,-26.3,-59.38,65736,78,
3269300,-29.83,-57.68,10056,-999,
3269500,-31.4,-58.02,249312,2,
3274030,-28.08,-67.58,14000,1200,
3274050,-28.92,-67.63,440,1100,
3274080,-27.58,-67,1700,1250,
3274100,-27.4,-65.98,1000,1300,
3274110,-27.67,-65.77,900,565,
3274120,-27.1,-65.6,620,1500,
3274130,-26.35,-65.35,600,950,
3274140,-26.52,-65.22,3720,580,
3274150,-27.58,-64.5,20200,250,
3274800,-31.1,-65.18,2000,515,
3274830,-31.37,-64.45,1350,650,
3274850,-31.83,-64.5,980,770,
3274855,-31.83,-64.5,980,770,
3274900,-32.27,-65.8,690,497,
3274950,-32.78,-65.5,1130,840,
3274960,-32.57,-65.4,460,800,
3275010,-28.75,-68.25,6450,-999,
3275050,-30.22,-68.83,25500,1160,
3275080,-30.97,-69.53,5280,1650,
3275100,-31.52,-68.63,25000,715,
3275130,-31.92,-69.68,4790,1925,
3275140,-31.88,-69.68,8500,1900,
3275150,-31.95,-69.7,3710,1950,
3275200,-32.85,-69.77,1800,2430,
3275210,-32.85,-69.27,8180,1150,
3275220,-33.02,-69.12,9040,1238,
3275250,-33.78,-69.25,2380,1200,
3275270,-33.38,-67.17,102120,450,
3275280,-34.67,-69.33,2753,-999,
3275290,-34.57,-68.57,4150,850,
3275400,-35.03,-68.87,3800,1200,
3275450,-35.87,-69.88,-999,-999,
3275500,-36.73,-69.95,2900,950,
3275700,-37.1,-69.73,15300,850,
3275750,-38.83,-64.83,223000,122,
3275800,-38.53,-69.42,30200,500,
3275880,-39.8,-71.22,790,-999,
3275900,-40.53,-70.43,26400,538,
3275910,-40.53,-70.67,9800,566,
3275950,-41.07,-71.15,3900,760,
3275990,-40.43,-63.67,95000,320,
3276100,-42.1,-71.17,1200,680,
3276150,-42.7,-70.53,2800,510,
3276200,-43.85,-68.5,16400,275,
3276300,-44.97,-71.35,1300,925,
3276320,-45.45,-69.42,17500,-999,
3276800,-50.27,-71.9,15550,206,
3289050,-43.7,-71.3,1500,802,
3290500,-43.13,-71.58,4650,320,
3292100,-41.38,-71.75,750,728,
3308100,7.64,-60.06,2490,-999,
3308300,6.38,-60.38,14000,-999,
3308400,6.43,-58.82,53400,12,
3308600,5.85,-58.58,66600,18,
3309300,5.31,-58.53,2460,-999,
3309400,4.88,-58.23,5100,-999,
3309700,5.26,-57.62,277,-999,
3368100,-25.275981,-57.640602,-999,63,
3368110,-23.407463,-57.454594,-999,75,
3410100,4.83,-57.73,9020,17,
3410500,5.8,-57.12,51600,9,
3411100,5.1,-56.52,5160,7,
3411300,4.9,-56.12,12300,13,
3411500,4.9,-55.57,3520,19,
3412700,3.66,-54.22,4930,-999,
3412800,5,-54.4,63700,10,
3453100,-34.817721,-55.058694,-999,-999,
3458100,-34.37,-56.25,-999,-999,
3458200,-34.77,-54.9,-999,-999,
3469050,-31.38,-57.93,244000,6,
3469100,-33.12,-57.18,63000,13,
3469150,-33.22,-56.9,12668,-999,
3469200,-32.23,-55.4,14038,-999,
3469210,-31.88,-55.47,-999,-999,
3469300,-32.13,-55,1097,-999,
3469400,-32.42,-55.2,11773,-999,
3469900,-32.83109,-56.42091,-999,-999,
3469910,-32.622451,-55.81326,-999,-999,
3471100,-32.53,-53.47,-999,-999,
3471200,-32.12,-53.73,-999,-999,
3471300,-33.83,-54.77,-999,-999,
3471400,-33.25,-54.4,-999,-999,
3472200,-32.4333333,-54.3333333,-999,-999,
3512100,3.42,-53.87,7650,110,
3512400,4.98,-54.43,60930,-999,
3513300,4.97,-53.03,5150,5,
3514800,3.82,-51.88,25120,103,
3613010,0.98,-52.05,7246,-999,
3613050,0.7075,-51.43889,29820,-999,
3613060,0.90056,-52.01,10570,-999,
3613150,-0.1833,-51.8,4270,-999,
3617100,-11.06,-64.08,1141,-999,
3617110,-10.7925,-65.3478,609000,109.29,
3617120,-10.9175,-65.0433,4410,-999,
3617130,-11.0667,-64.0833,1050,-999,
3617800,-15.2,-59.33,5050,-999,
3617805,-12.8514,-62.8992,110000,152,
3617810,-12.83,-62.93,116731,-999,
3617811,-12.4267,-64.4253,341000,-999,
3617812,-13.4858,-61.05,54200,-999,
3617813,-15.0092,-59.9581,22500,200,
3617814,-15.2153,-59.3539,2990,230,
3617820,-11.9306,-62.1528,1430,-999,
3618051,-0.4817,-64.8272,279945,-999,
3618052,-0.2006,-66.8022,194462,-999,
3618053,0.3717,-67.3128,110862,-999,
3618090,1.2153,-66.8525,61781,-999,
3618110,1.0744,-67.5947,22282,-999,
3618115,1.3392,-68.6858,4708,-999,
3618120,0.2094,-69.3781,4198,-999,
3618121,0.2494,-69.785,1617,-999,
