Date,ET [kg/m^2/8day]
2001-01-01,32.834351112616574
2001-01-02,34.053030871590956
2001-01-03,35.27171063056534
2001-01-04,36.490390389539726
2001-01-05,37.70907014851411
2001-01-06,38.92774990748849
2001-01-07,40.14642966646288
2001-01-08,41.36510942543726
2001-01-09,42.58378918441164
2001-01-10,41.20460650789989
2001-01-11,39.825423831388136
2001-01-12,38.44624115487638
2001-01-13,37.06705847836463
2001-01-14,35.687875801852876
2001-01-15,34.30869312534112
2001-01-16,32.92951044882936
2001-01-17,31.550327772317612
2001-01-18,29.7529401343394
2001-01-19,27.955552496361186
2001-01-20,26.158164858382975
2001-01-21,24.360777220404763
2001-01-22,22.56338958242655
2001-01-23,20.766001944448337
2001-01-24,18.968614306470123
2001-01-25,17.17122666849191
2001-01-26,18.61790163071697
2001-01-27,20.064576592942025
2001-01-28,21.511251555167085
2001-01-29,22.95792651739214
2001-01-30,24.4046014796172
2001-01-31,25.851276441842256
2001-02-01,27.297951404067312
2001-02-02,28.74462636629237
2001-02-03,28.9402714826016
2001-02-04,29.135916598910832
2001-02-05,29.33156171522006
2001-02-06,29.52720683152929
2001-02-07,29.72285194783852
2001-02-08,29.91849706414775
2001-02-09,30.114142180456984
2001-02-10,30.309787296766213
2001-02-11,30.050530515465805
2001-02-12,29.791273734165397
2001-02-13,29.53201695286499
2001-02-14,29.272760171564585
2001-02-15,29.013503390264177
2001-02-16,28.75424660896377
2001-02-17,28.49498982766336
2001-02-18,28.235733046362952
2001-02-19,26.431105741695404
2001-02-20,24.626478437027856
2001-02-21,22.821851132360308
2001-02-22,21.01722382769276
2001-02-23,19.212596523025212
2001-02-24,17.407969218357668
2001-02-25,15.60334191369012
2001-02-26,13.798714609022571
2001-02-27,15.391570253711913
2001-02-28,16.984425898401255
2001-03-01,18.577281543090596
2001-03-02,20.170137187779936
2001-03-03,21.76299283246928
2001-03-04,23.35584847715862
2001-03-05,24.94870412184796
2001-03-06,26.541559766537304
2001-03-07,25.960601900596178
2001-03-08,25.37964403465505
2001-03-09,24.798686168713925
2001-03-10,24.217728302772798
2001-03-11,23.636770436831668
2001-03-12,23.05581257089054
2001-03-13,22.474854704949415
2001-03-14,21.89389683900829
2001-03-15,22.79117777910982
2001-03-16,23.688458719211354
2001-03-17,24.585739659312885
2001-03-18,25.483020599414417
2001-03-19,26.380301539515948
2001-03-20,27.27758247961748
2001-03-21,28.174863419719014
2001-03-22,29.072144359820545
2001-03-23,31.553529254451703
2001-03-24,34.03491414908286
2001-03-25,36.51629904371402
2001-03-26,38.997683938345176
2001-03-27,41.47906883297634
2001-03-28,43.960453727607494
2001-03-29,46.44183862223865
2001-03-30,48.92322351686981
2001-03-31,48.53578676754855
2001-04-01,48.14835001822729
2001-04-02,47.76091326890603
2001-04-03,47.37347651958477
2001-04-04,46.98603977026352
2001-04-05,46.59860302094226
2001-04-06,46.211166271620996
2001-04-07,45.823729522299736
2001-04-08,44.29880927394222
2001-04-09,42.77388902558471
2001-04-10,41.24896877722719
2001-04-11,39.72404852886967
2001-04-12,38.19912828051216
2001-04-13,36.674208032154645
2001-04-14,35.149287783797135
2001-04-15,33.62436753543962
2001-04-16,35.20615009249375
2001-04-17,36.787932649547884
2001-04-18,38.36971520660202
2001-04-19,39.95149776365615
2001-04-20,41.53328032071028
2001-04-21,43.115062877764416
2001-04-22,44.69684543481855
2001-04-23,46.27862799187268
2001-04-24,46.64470206185409
2001-04-25,47.010776131835506
2001-04-26,47.37685020181692
2001-04-27,47.74292427179833
2001-04-28,48.10899834177974
2001-04-29,48.475072411761154
2001-04-30,48.84114648174257
2001-05-01,49.20722055172398
2001-05-02,45.78494489464835
2001-05-03,42.362669237572725
2001-05-04,38.940393580497094
2001-05-05,35.51811792342147
2001-05-06,32.09584226634584
2001-05-07,28.673566609270214
2001-05-08,25.251290952194587
2001-05-09,21.82901529511896
2001-05-10,23.1370702939935
2001-05-11,24.44512529286804
2001-05-12,25.753180291742577
2001-05-13,27.06123529061712
2001-05-14,28.36929028949166
2001-05-15,29.677345288366197
2001-05-16,30.985400287240736
2001-05-17,32.293455286115275
2001-05-18,34.987305693553026
2001-05-19,37.68115610099078
2001-05-20,40.37500650842854
2001-05-21,43.06885691586629
2001-05-22,45.76270732330404
2001-05-23,48.4565577307418
2001-05-24,51.15040813817956
2001-05-25,53.84425854561731
2001-05-26,51.62679001462887
2001-05-27,49.409321483640426
2001-05-28,47.191852952651985
2001-05-29,44.974384421663544
2001-05-30,42.7569158906751
2001-05-31,40.53944735968666
2001-06-01,38.32197882869822
2001-06-02,36.10451029770978
2001-06-03,34.96605308823967
2001-06-04,33.82759587876956
2001-06-05,32.689138669299446
2001-06-06,31.550681459829335
2001-06-07,30.412224250359223
2001-06-08,29.273767040889112
2001-06-09,28.135309831419
2001-06-10,26.99685262194889
2001-06-11,26.02956461085944
2001-06-12,25.062276599769987
2001-06-13,24.09498858868054
2001-06-14,23.12770057759109
2001-06-15,22.160412566501638
2001-06-16,21.19312455541219
2001-06-17,20.22583654432274
2001-06-18,19.258548533233288
2001-06-19,21.2143855747483
2001-06-20,23.17022261626331
2001-06-21,25.12605965777832
2001-06-22,27.08189669929333
2001-06-23,29.037733740808342
2001-06-24,30.993570782323353
2001-06-25,32.949407823838364
2001-06-26,34.905244865353374
2001-06-27,36.861081906868385
2001-06-28,38.816918948383396
2001-06-29,40.77275598989841
2001-06-30,42.72859303141342
2001-07-01,44.68443007292843
2001-07-02,46.64026711444344
2001-07-03,48.59610415595845
2001-07-04,50.55194119747346
2001-07-05,50.359247232219005
2001-07-06,50.16655326696455
2001-07-07,49.97385930171009
2001-07-08,49.78116533645564
2001-07-09,49.58847137120119
2001-07-10,49.39577740594673
2001-07-11,49.203083440692275
2001-07-12,49.01038947543782
2001-07-13,48.49670122838463
2001-07-14,47.983012981331434
2001-07-15,47.469324734278246
2001-07-16,46.95563648722505
2001-07-17,46.44194824017186
2001-07-18,45.92825999311867
2001-07-19,45.41457174606548
2001-07-20,44.90088349901229
2001-07-21,43.567023322852535
2001-07-22,42.23316314669279
2001-07-23,40.899302970533036
2001-07-24,39.56544279437328
2001-07-25,38.23158261821353
2001-07-26,36.89772244205378
