Date,ET [kg/m^2/8day]
2001-01-01,288.4382659625559
2001-01-02,284.15296421895556
2001-01-03,279.86766247535525
2001-01-04,275.582360731755
2001-01-05,271.2970589881547
2001-01-06,267.01175724455436
2001-01-07,262.72645550095405
2001-01-08,258.44115375735373
2001-01-09,254.15585201375345
2001-01-10,253.58821884679517
2001-01-11,253.02058567983687
2001-01-12,252.4529525128786
2001-01-13,251.88531934592032
2001-01-14,251.31768617896205
2001-01-15,250.75005301200378
2001-01-16,250.18241984504547
2001-01-17,249.6147866780872
2001-01-18,248.50814392812987
2001-01-19,247.40150117817257
2001-01-20,246.29485842821524
2001-01-21,245.1882156782579
2001-01-22,244.08157292830057
2001-01-23,242.97493017834324
2001-01-24,241.86828742838594
2001-01-25,240.7616446784286
2001-01-26,245.58197490079263
2001-01-27,250.40230512315665
2001-01-28,255.22263534552067
2001-01-29,260.04296556788466
2001-01-30,264.8632957902487
2001-01-31,269.6836260126127
2001-02-01,274.5039562349767
2001-02-02,279.32428645734075
2001-02-03,274.34434596745257
2001-02-04,269.3644054775644
2001-02-05,264.38446498767627
2001-02-06,259.4045244977881
2001-02-07,254.4245840078999
2001-02-08,249.44464351801173
2001-02-09,244.46470302812355
2001-02-10,239.4847625382354
2001-02-11,242.87658047095667
2001-02-12,246.26839840367793
2001-02-13,249.6602163363992
2001-02-14,253.05203426912044
2001-02-15,256.4438522018417
2001-02-16,259.835670134563
2001-02-17,263.22748806728424
2001-02-18,266.6193060000055
2001-02-19,266.2108965806998
2001-02-20,265.802487161394
2001-02-21,265.3940777420883
2001-02-22,264.98566832278254
2001-02-23,264.57725890347683
2001-02-24,264.1688494841711
2001-02-25,263.76044006486535
2001-02-26,263.35203064555964
2001-02-27,260.0031739215071
2001-02-28,256.65431719745453
2001-03-01,253.30546047340198
2001-03-02,249.95660374934943
2001-03-03,246.60774702529685
2001-03-04,243.2588903012443
2001-03-05,239.91003357719174
2001-03-06,236.5611768531392
2001-03-07,233.46321298298943
2001-03-08,230.36524911283965
2001-03-09,227.26728524268987
2001-03-10,224.1693213725401
2001-03-11,221.07135750239036
2001-03-12,217.97339363224057
2001-03-13,214.8754297620908
2001-03-14,211.77746589194103
2001-03-15,209.34708024806932
2001-03-16,206.9166946041976
2001-03-17,204.48630896032589
2001-03-18,202.05592331645414
2001-03-19,199.62553767258242
2001-03-20,197.1951520287107
2001-03-21,194.764766384839
2001-03-22,192.33438074096728
2001-03-23,190.66701174771316
2001-03-24,188.99964275445907
2001-03-25,187.33227376120496
2001-03-26,185.66490476795087
2001-03-27,183.99753577469676
2001-03-28,182.33016678144264
2001-03-29,180.66279778818856
2001-03-30,178.99542879493444
2001-03-31,179.81190736230778
2001-04-01,180.62838592968114
2001-04-02,181.44486449705448
2001-04-03,182.26134306442782
2001-04-04,183.07782163180119
2001-04-05,183.89430019917452
2001-04-06,184.7107787665479
2001-04-07,185.52725733392123
2001-04-08,178.1158910393149
2001-04-09,170.70452474470858
2001-04-10,163.29315845010225
2001-04-11,155.88179215549593
2001-04-12,148.4704258608896
2001-04-13,141.05905956628328
2001-04-14,133.64769327167699
2001-04-15,126.23632697707065
2001-04-16,124.68574596122434
2001-04-17,123.13516494537805
2001-04-18,121.58458392953175
2001-04-19,120.03400291368544
2001-04-20,118.48342189783914
2001-04-21,116.93284088199283
2001-04-22,115.38225986614654
2001-04-23,113.83167885030024
2001-04-24,110.77285973927577
2001-04-25,107.71404062825133
2001-04-26,104.65522151722686
2001-04-27,101.5964024062024
2001-04-28,98.53758329517795
2001-04-29,95.47876418415349
2001-04-30,92.41994507312904
2001-05-01,89.36112596210458
2001-05-02,88.67797695918739
2001-05-03,87.9948279562702
2001-05-04,87.31167895335301
2001-05-05,86.62852995043582
2001-05-06,85.94538094751863
2001-05-07,85.26223194460144
2001-05-08,84.57908294168425
2001-05-09,83.89593393876706
2001-05-10,83.20585201743694
2001-05-11,82.51577009610682
2001-05-12,81.8256881747767
2001-05-13,81.13560625344658
2001-05-14,80.44552433211646
2001-05-15,79.75544241078634
2001-05-16,79.06536048945622
2001-05-17,78.3752785681261
2001-05-18,76.8136505147178
2001-05-19,75.25202246130951
2001-05-20,73.69039440790121
2001-05-21,72.12876635449291
2001-05-22,70.5671383010846
2001-05-23,69.0055102476763
2001-05-24,67.443882194268
2001-05-25,65.8822541408597
2001-05-26,65.92525243042338
2001-05-27,65.96825071998708
2001-05-28,66.01124900955077
2001-05-29,66.05424729911445
2001-05-30,66.09724558867813
2001-05-31,66.14024387824182
2001-06-01,66.18324216780552
2001-06-02,66.2262404573692
2001-06-03,66.13546240222291
2001-06-04,66.04468434707661
2001-06-05,65.95390629193031
2001-06-06,65.86312823678402
2001-06-07,65.77235018163773
2001-06-08,65.68157212649143
2001-06-09,65.59079407134513
2001-06-10,65.50001601619884
2001-06-11,61.46497206231314
2001-06-12,57.42992810842743
2001-06-13,53.39488415454172
2001-06-14,49.359840200656016
2001-06-15,45.32479624677031
2001-06-16,41.2897522928846
2001-06-17,37.254708338998896
2001-06-18,33.21966438511319
2001-06-19,33.92171170943267
2001-06-20,34.62375903375216
2001-06-21,35.32580635807164
2001-06-22,36.02785368239112
2001-06-23,36.729901006710605
2001-06-24,37.431948331030085
2001-06-25,38.133995655349565
2001-06-26,38.836042979669045
2001-06-27,39.53809030398853
2001-06-28,40.24013762830801
